object_id,parameters_sha256,absorption_sha256,planet_name_raw,split,evaluation_status
XUV19Msw73e11He0p0120H0,7d07c3b7b5baa520620becca3b019c503a2114898ec667bf3ab9bac7ea8befc5,ff9f6fb6a185376423b68efc0fc600a044999cf9d8c6f65bd1e6092bd09ee380,WASP107b,outer_train,not_evaluated
XUV19Msw82e12He0p0980H1,85317eb2ddea6e1e3be9fec087e86546437e4aafec8f016c98fd41e130e9f07b,698f862334f519dd3077712ed1b2856b75659d48338ddfe85d5d69e305681f33,WASP69b,outer_train,not_evaluated
XUV19Msw95e12He0p0320H1,59226f8b3cbc3298c91af4aec2ae327d595a8f847787f5d3520e117867f84a51,59ee41afb8129f9c5e5fd1df44825024ffc00b769006c49832f0fdefceaf11d9,WASP52b,outer_train,not_evaluated
XUV19Msw96e12He0p0420H0,a743df23ef448de9d71c54d8576b629bcffbefbb2be3f966bb8c73a7278a4245,d3607532ec57b1ebf8685928936baf22fca0767f442d39601bb1df22a8d3772c,WASP107b,outer_train,not_evaluated
XUV1Msw12e12He0p3000H1,6f9fe4ad4bbd548fc8c180538322ce0f74a9c5ba73764a8effd560379d5d433a,d27fb719c7ddbafc30d6f9052c6267c3fa1653c37d43ff9471de1b0788d7365f,WASP69b,outer_train,not_evaluated
XUV1Msw33e12He0p0520H0,aa6199a77822fc4ac820eaf17dea191c973ea72d8dbd4268be551b28b7cd8928,e4783050795783a5bd44e62e12a11902809c37ad760b2a93fcc9d3a05d325932,WASP69b,outer_development,primary_nonoverlap
XUV1Msw39e11He0p2790H1,2fa3030e5edd76426f9f8ec26764ee478a3d1237c7edabb2f587acfb7ad492c4,7c182275a4496e6863c3f20e2bc1ef72409862fa00b915f114fda2f30653badf,WASP69b,outer_train,not_evaluated
XUV1Msw50e11He0p0740H1,32f0affc4127c67838ef9916a04cd759b807315830753b43ccd00fa192cb4d63,ec8b1043a3354149087eec68dc47f13e3532dcf4a520cb8a196140d899bc243d,WASP107b,outer_train,not_evaluated
XUV1Msw51e12He0p0170H0,4a49e16dc04b9e9fd47d3c9f800409e30e2954dc621ff8d699c5b0646f695855,64d910acad9f3a07e97bd463c73a02f9ea162ad02dcc9697defb4e2cf4920e0e,WASP52b,outer_train,not_evaluated
XUV1Msw61e12He0p0740H1,23ed25ff07f8c643bbe02e7b67b15af98b43151a08bded9fecd507871f7f9e06,28bfb28fb58dc1765a3ac4a64d3d197a4fdef040ed325c27b4b6282c2cb7abaa,WASP52b,outer_train,not_evaluated
XUV1Msw62e11He0p1130H1,781bffd1605f9632961f052acfdfacb468b6d377c7f6e562e5adaddbaf37d385,8268d75265814261f5fa007a67e2cff1cde7b13152f50ef3e9552676c64d1149,WASP107b,outer_development,primary_nonoverlap
XUV1Msw66e12He0p0230H1,2ea5d0dbcc95ea07d80972e69729dfb8dd305f859f9863c053a426d50fb169d7,7720fd3c8c94a789a89d5b840f7299c7b3483a25a4ef0c96e19c6082db4fc182,WASP107b,outer_train,not_evaluated
XUV1Msw68e12He0p0150H0,9df66a93f37d50324fe837f064cd0a807df1186a9cc3c5df1313441f6b188f53,d60cd71c4e18eb49ca4a370a85f3d205844d1d5af170b1e268146f57bac24980,WASP69b,outer_train,not_evaluated
XUV1Msw76e11He0p0650H0,2723569d1c1386eaa8146e7eb28018bef4ca37b3bccf31c32d5b7f53cb5bf4e3,6615e3543191dc072466f1f6556dd285d22ec492fd7d37a333dae7b4a5c36954,WASP107b,outer_train,not_evaluated
XUV1Msw77e12He0p2120H0,3c9f690ddd537f232262ee07ffea550b7a55fe084bbfe249480295e8e05990cc,28c6ff35eab8564428afe9bbd3f5c406b2c61c672ae9b519ae9f348dad6636f4,WASP69b,outer_train,not_evaluated
XUV1Msw83e11He0p1720H1,03b99db2252010042898a67f067f8c4f9202e4a6baa320b1d879a631e12a3b09,b4d19fe8a5ed65e7d232c44d234ff641467483646100900b824d31b261c29fda,WASP107b,outer_train,not_evaluated
XUV1Msw92e11He0p0980H1,b59ae9a39343056b1a8572a34409972d7c1825ad0e758095ad76d67a589d2921,973e016129134f892173982329ab77c1426f2435cab42da1e76de1211d987802,WASP52b,outer_train,not_evaluated
XUV1Msw92e12He0p3000H0,4cfa2308a6fbde470b071ede05961085d4c49b4b85ba30bec20ce69eeb89d664,25f4206cf0f0fc12ccbdaab7b70acd987c2dbbeb30b61792caf10fcb49d546fa,WASP52b,outer_train,not_evaluated
XUV1Msw93e12He0p0110H1,060c9b4b88303537d55234da3ce38c791e029221019450dd68e1ca9d3c279484,e1bb950101e9a2f4841546815407683789c13da2e932cab7c395c1fedddfbda0,WASP52b,outer_train,not_evaluated
XUV1Msw94e11He0p0140H0,8b83456fdf391c66c8f712ed1f10470fa49524de149e6a9e0a13fa8554a36205,f3af71b2a6a7a2d999428a6861ac3429365ec56be026668f826b2da7e0740c61,WASP52b,outer_train,not_evaluated
XUV1Msw97e11He0p2270H0,decf394ff764ffd183ea75d6cca57107c2a44017970b7fc772919d38dafb9f65,5c312dfe57b97f9324e88233cd33c267080e5279af370becd2367c77ecc52096,WASP52b,outer_train,not_evaluated
XUV20Msw14e12He0p03H1,3ab4c1289587882035e2cd900b9dbb25d72936cf171cd864328c331db58178c9,40e416f3bf7cadcaa79aefdfe9b93eeb21a6fad3e8fa91bd5ed8b4c14cd07c4c,WASP107b,outer_train,not_evaluated
XUV20Msw2e12He0p03H0,345ec05d8f3c59eded38771db3f88e3af31c9b88a6ba4e2c534c2b414fe76338,18f9cd08998e2f6cb1e4686b5e6a710447c29cbbfc83a381fd942024a4cd38af,WASP107b,outer_train,not_evaluated
XUV20Msw2e13He0p02Ew11,25351c01796ad5de110c8f3db8c6d7654851feb776dc87c8e54dfd115f0ee92e,1929a32afa3be3f83ca08a8b6ce4041ef729a0148384444bf092208248a89250,WASP107b,outer_train,not_evaluated
XUV20Msw3e11He0p02H0,e6f693c4a0d685898a88e6166259c54e314df8d42b7dcc0d1c0f623def5ebb6c,ae8c21bdb2ccbfe56d3e1ce6bb3e801e416a812c177670e1de19e8553ba4ec84,WASP107b,outer_train,not_evaluated
XUV20Msw3e12He0p03H1,3ebff08ac822754ac082fb76b7cfada5fc323beffd4c3b472b7a880a44c49ba6,4204b46399d940269c3da903ef857a76217a24b449f36dae6ed1f23dadce6e9c,WASP107b,outer_train,not_evaluated
XUV20Msw5e13He0p001Ew11H2a0,537580dff8629fa374cf9ec4217dea0b663965713234e5ac193a8ae7d4005956,1929a32afa3be3f83ca08a8b6ce4041ef729a0148384444bf092208248a89250,WASP107b,outer_train,not_evaluated
XUV20Msw6e12He0p03H1,4b79e6f4807964aafa59349affa14ec1aead3fd96ab75cf04601c46623e7f62d,7c1c554da2d2f47309b1f586cd3508abba91098811c3b312c46e3e808d5b2774,WASP107b,outer_train,not_evaluated
XUV21Msw10e11He0p1130H0,948623ac3ef1c0b178b9af6cb1bb2bde23de2e9e67112e384a9c9df15219240c,a6e9777bf44de030cb99a5928a46d8a30adbbf2a9099e9c576dfcd5d86c185be,WASP107b,outer_train,not_evaluated
XUV21Msw18e12He0p0860H0,c77a61a559c529bf320c0085b8190c135a7e8295c3369aedcff6f8741d651b1f,3d9346f1f03bf4dd48a9918b5d9d75195f92770c17d71a88938002cec79105a8,WASP69b,outer_train,not_evaluated
XUV21Msw1e11He0p1390H0,2a825f15bb4238489eccf16a7275386b621de287b7028067cfb5d448ea5d96ca,df499949a199a729eb428dd6f1ec94eb4bf3ea1c9b846fd6b6cb16eac997a6f4,WASP69b,outer_development,primary_nonoverlap
XUV21Msw25e12He0p0100H0,3277b95487a0bec6418ae562a603ae6f8ad212d9a7ec89257097387c5b492b31,33cfa40cf6e5a4cf73e573088dc4795f3712ff26d93647c208896a16b31f8cbe,WASP107b,outer_train,not_evaluated
XUV21Msw27e11He0p1970H0,272013a61ed288bb53b88e49a8e173acebd3ef03f8cedcbfbb6ed3ca10d26c92,17e09b3ff1fe7cdb1bc4f4b830147c6d5d073bda06f85252cd8a74aad3ccb7f6,WASP69b,outer_train,not_evaluated
XUV21Msw28e12He0p0130H0,2e8a06cbb2f358c99b2b3bc1f9fec4a9f3c37328f0baae69eca1413cb7fd155d,815b4c5f4fb53fcca707301142f6b9135c8baae6dddbe23d1e8e4567af0ae007,WASP107b,outer_train,not_evaluated
XUV21Msw29e12He0p0180H1,81608323cd252326244757416378387442cab57337b422e66d4a3f1f6c25af95,dae74835a889436b8d2bf3e7dcc3a9a6bef2e50ff4c4388983fb569ccf94e013,WASP52b,outer_train,not_evaluated
XUV21Msw31e12He0p0920H1,53993cd8d7dddf23ca9e7facadef6b8caf71db2091240bd66bbab0bb4a5e44e6,3145f5c37fda24135c0721e8dc801d9f77d5e903e00c3805813060b10b051fcb,WASP107b,outer_train,not_evaluated
XUV21Msw32e12He0p0170H1,39e7cdd775f5981754d023b6cf1598e55004090d16d4b15de010061e9c4b77b7,aa9a489d111919dc406ed492ddaeab5bad62fda77dc64f05fe9b305547ed91a7,WASP107b,outer_train,not_evaluated
XUV21Msw34e12He0p0980H0,a69689bebfb75f0598498783ec70cd518c214b02df1ef0a3ddb65c71ac6689a5,61da4b024909352312bb2b2420c290b01bfaa955350625e03b7623ff8399e0e2,WASP52b,outer_train,not_evaluated
XUV21Msw38e12He0p0980H0,a066ffb8015d9e3b856cfe291ff33ffcbd612d2c772a70b8c8b96d54ee753479,e79b8b398df4ec831d64b8090e572965b0fb068deca0a7dc3741c371d8b15008,WASP69b,outer_train,not_evaluated
XUV21Msw45e12He0p0280H0,c02e0c03d19804852375875e902527c2a26d68352c7c5eb7242683887042daa5,fd37cbff5bfb36ed116e4b732b1178b806840100768a39182954187fb743a842,WASP52b,outer_train,not_evaluated
XUV21Msw47e11He0p1210H1,6fb60acda44ec97a258c1cdc02a02ea63fd75fffa877e6ef77b38b32682f617a,efc08e2480d9d9dc0c2f076644486187f6417d2d4d3cb004d36396957cd541a4,WASP52b,outer_train,not_evaluated
XUV21Msw4e13He0p1050H1,ddd6c87927eb11fd0775511a788f197c7c885d367c3b23c18806f78d952ddcc3,fab5a665af8f6683145d8d11194e7c28e83a0d8c28cc167ee0d4b6fe922610c5,WASP107b,outer_train,not_evaluated
XUV21Msw51e12He0p0980H0,2617ec9fb10111c4659184a266733f2d99e28f00667bbb23850b588137e39bb1,ad5638518f203f4975ab1d1e84a247f78eb7fc3939ffbd1852534fd8712ef9bf,WASP69b,outer_train,not_evaluated
XUV21Msw57e11He0p1970H1,aaf5e81b97388d923b79b8840e424175cc9de897578214e3752abe44edac47f1,6066fcd84170f4df3b3265ca6dbe3139c194ffc93f7c2d67786e19de2ce6a889,WASP52b,outer_train,not_evaluated
XUV21Msw60e12He0p0320H1,82f86ad7b14f504de9583de5e6e5784f75e3af381ce0874db1c30effe77663bf,f03dc8652ecaeb747febe581987910a8769a826e54f35bae60bfb1192844a76c,WASP69b,outer_train,not_evaluated
XUV21Msw64e12He0p0240H0,2f2e3832d788fc39b186d6434967a6a5f28293d250c7c9d4f9e9d5cbe53562fd,2bc7043a414d5b4d26537686ac16768a19cb106027ee7db7a90f52da081b228e,WASP107b,outer_train,not_evaluated
XUV21Msw68e12He0p0740H1,6dd238dac4c763d3c172c46f9439f0ec7377f99fb4b6d5d19df00ccee1ec5e35,f3bfdd175cab926ac7e9c42f71ecb3b30fcd7db3b7a936845920679fcdd45c5f,WASP52b,outer_train,not_evaluated
XUV21Msw73e12He0p1720H0,6a6a7de1faba583d7d56b232df5484102b40bf3ed0a9bc56a6f49e16c59e278f,fbe31fcfc34fb845b5f069ed8e17e8a99cefea033d482521fcee9b35ee73d7d7,WASP69b,outer_development,primary_nonoverlap
XUV21Msw79e11He0p0100H1,23ffc9de46cfd5f82ccab41bce550fb907b7ce6b9154a5187c0119dbea216d6f,84e1636a65aa9492c19e0a7ec44edb34abd01695c5aac342d8a0806aa3422ac8,WASP69b,outer_train,not_evaluated
XUV21Msw7e12He0p0980H1,cab3c865473708211dc12b6ff1ffad0abae38d5b2f0ff526b7d5bbe7ff47e379,9649d83a259dffee403cb76b861c37e662df0718dd72fe190b7070317d4716a0,WASP52b,outer_train,not_evaluated
XUV21Msw85e11He0p0650H1,e7f68ec3538b1a8ea537b8365bc18f71fb8f431db0866d0d85210033147ed4b7,048601a1ead29f11adaa368410e548e1690f4cdbf68abd286987ac839911cc54,WASP52b,outer_train,not_evaluated
XUV21Msw93e11He0p0210H0,b6d8ae709dc9e6a3205e802d00757eb6ad61c6891c0cf4da787e637292280c5a,2664d809c1fec527599fa3f4d7e4a48f60e4c54ec95e51195b0e553356dd9b5b,WASP52b,outer_train,not_evaluated
XUV21Msw95e12He0p0200H0,a7d8c27ec62c4bc888f9ecc07f18d9f7e5ad4e366f6d21f70f4e799d20cb3be8,4e72be925ed0c976ceb7c59dd79ca65355ea4006a8335ffdb64e0d728f722329,WASP52b,outer_train,not_evaluated
XUV23Msw13e11He0p0100H0,b0dd8eecf2789cf3f5bf208d08ff351e2573ed30913b01dcc8cc7a2f6bb1adea,4800fce4a596e71b0a91d5c9742b92d40a4f8d3cd61f41421b3e6be94905f29f,WASP69b,outer_train,not_evaluated
XUV23Msw14e12He0p1130H1,d3a3eed8f5808dee260132f3ac34a02d09ec43f23374d0a0d8f08bcbc8fcb47f,f28d4c1c48513fe8c7e07027ff3a9a0fdbe0e5462c2419962f5055591e81faae,WASP107b,outer_train,not_evaluated
XUV23Msw14e12He0p2790H0,39daedfcd286f74aa57e611eee561a5e615662c3535a41971b0123377a1ed0d8,3328e637ca14ab6a08ab6e0c28505392ee9d33d79d76b0a111d8a580f9c3553d,WASP52b,outer_train,not_evaluated
XUV23Msw17e11He0p0210H0,f6b942a42f66a193575b5b073977d5095a6e29ae6175074931d2a1e5ec8527e4,95265c5f99953e218b6b274021d67d7a5fd0562a642205b9f79c9801abb8d6aa,WASP107b,outer_train,not_evaluated
XUV23Msw20e12He0p0650H0,3244011108134902fa431ca805a5deac6cc8221e82199af27bb8f79ee246937c,99bb44cc97874a241a27ac27b3fa69e139074532bc151361fe6d3af8fb396c9a,WASP69b,outer_train,not_evaluated
XUV23Msw25e11He0p1050H0,1fa164f419d377a32ff7c31098c721ad844fc59132c9dd3bf6f60dc4e880dbb4,c87d6696faffb47e99d8c5a35926db1a3e8834e76b4d0921b6b06f6950832180,WASP52b,outer_development,primary_nonoverlap
XUV23Msw28e12He0p0600H0,cc778bf4a3ee1ca14688b1941a2d92c58f0bba336b0333848d11a5b72502b2ae,54f37636bea94de200f3b128d494b7f1f18dee1894f3363685a2515d768c01bb,WASP52b,outer_development,primary_nonoverlap
XUV23Msw29e11He0p0650H0,d68bb5dab429da211182f44577949d72077b82c4584e8430952b1ebdb796f9a1,b77bcc21796796714857f2207f510ea1caf4be5647a07e37e5ea33cb29351b95,WASP69b,outer_train,not_evaluated
XUV23Msw42e11He0p0690H1,c7cd2e037830f828fa5ca3435adde5989211f0a0e16f03abdf769f31b624cf49,b5c8470fa1c8c61a2c4c6e651e4ad17d127855bd3174edf110e42990f729018a,WASP69b,outer_train,not_evaluated
XUV23Msw49e12He0p1130H0,2a3b65f23a41d46c5dcad062cc0d15a8ee1021823b001ea59278e91e2a5b07f3,60089387d8c9f21f623e9269fa3b146988632a630e03f572d349dc014e07f632,WASP69b,outer_train,not_evaluated
XUV23Msw50e11He0p0860H0,dce1f4337cd80e947097e93ce2acb9468045500a8ea8ed565ae354ea767870d9,171e8ca26b87248c11ba32aaf64939abe710c82f83b000008c7ccfc83480cba7,WASP107b,outer_development,primary_nonoverlap
XUV23Msw51e12He0p0520H0,06c69e7767e8b0ba322452fdac400fbf519df1670c4bb292b4cdc04d997fa555,9416fc5df7f309d1b30e32a0f8f896f1367df5dc668d3ecee9b2d2674f781c0e,WASP69b,outer_train,not_evaluated
XUV23Msw57e12He0p0230H0,0dcc8b37e72826c029549184ea019b52d8e1b99be980ef614d2bcac12dc682ad,7f9f77b8578ebf1d4dff3550ef38fdfe341dd3bcfd5f31ac832395529abff457,WASP69b,outer_train,not_evaluated
XUV23Msw63e11He0p0300H1,56bacd06a0336c706c9443c64925d26ff8db8923874002521e9b60a3930ecdee,05090f96e7702013e05bf7cc5ef5860292afb9616616ac07343e62d6972a0f6b,WASP52b,outer_train,not_evaluated
XUV23Msw68e11He0p0740H1,4f46307e9759bd47787c5e1d0fe381c56b6a3c1cc0ec9d7624af4a9cd154fd19,5ed1451a1280e6e8d9f57b9d835dce5425f9a2590a9901af4aed88be1a598902,WASP52b,outer_train,not_evaluated
XUV23Msw6e12He0p2270H0,b6ed56e06826b330c0dfd84e5d7798ea84e1a6229f705dbc99bd0cec27e82ca4,b4c2ec0f477f8552ae7683abc06a5328d2c890cc8c62a9c0666269ef93deafaa,WASP52b,outer_train,not_evaluated
XUV23Msw74e11He0p0600H0,01b65c7cf4bcae9e0a0c28557a3b1fdd65b53eaa44fb489f5b807058b934f6d8,f4126a8e01b99e1001cdad77773305cd2bdc29a1c614e08239847a36104b2dbd,WASP107b,outer_train,not_evaluated
XUV23Msw7e11He0p1840H0,2ceae4735b11f093d6af7ac586838f1519e960230be151620951e77f03ef013f,dc026a656f5829c5d7857d0872e5c60f5f99510a223f25bce1e415a54ecc0ff6,WASP107b,outer_train,not_evaluated
XUV23Msw84e12He0p0160H1,0cfb615c15dc979d8bcb7b89b5f280ec0b50483871cdce8c0dc5c09b6592e6ec,9eff981b6dd37a7f25f32e70d571ff758695afbac5e6fb21324f56ce123db631,WASP52b,outer_train,not_evaluated
XUV23Msw85e12He0p0650H1,345ad131c355dd5dc2c5da4cfd2ec4e7a9ba88f46da5f87cd6f1f70a1828243a,d7cd9f48519ca15eb9b20bea65ed9b0303a7a0bfbdc940598e4e5b4dca8b30ab,WASP107b,outer_train,not_evaluated
XUV23Msw92e11He0p0650H1,7e5aacc596e8db13c69cd96341b4a3316f90e803fa602f29e5595c9bc8ca3f89,9a690e1716331b89a171cf2c094ec95b8326abffbed85eb9088e9fe6cdc3c0a3,WASP69b,outer_train,not_evaluated
XUV24Msw12e12He0p02H0,fe0d99b6b6508d198fd8d1384dc9d2239fe113d220cd38d72a61fb5512bb6089,1f3c902855970c5734b97c9cbf66daf63e4258e650fb82207bbe7f38d46b5a55,WASP107b,outer_train,not_evaluated
XUV24Msw12e12He0p02H1,4e3aa375b1478030111bdb882c9a6029715437935a25286482d2664259118bfe,de36deac5869767580bb105708295298338ffc5da5c93fede5d59901e3fc3a4c,WASP107b,outer_development,primary_nonoverlap
XUV25Msw10e11He0p2790H0,5c845604de986eb1c83d1569dc13bae0b4ea83cf7ae1148d99fa247c59a22f7b,2c9feb0a2a208c52bccbb5c1df71795742353f27e8f9a0fb6a05daad70d16ef9,WASP69b,outer_train,not_evaluated
XUV25Msw10e12He0p0420H0,964d68262d61c436036282f020d026482771a1e781453a4d509fbca9d30abf97,d305f96dc92cbc4e0f7efbd27229c91f1db81d20ea4bae64236fe23fc96ca27a,WASP69b,outer_development,primary_nonoverlap
XUV25Msw14e12He0p03H1,3aa0dd0c62f4163bd10793320ee7880e4ddcce257b35a45d081360d5b59d30c3,32cd69786ac886a17985c1e4fd1c500c65c33ed5a950da85dd57910eaab5606e,WASP107b,outer_train,not_evaluated
XUV25Msw15e11He0p0260H0,f941d678c29e81daf54fc70f3cb7178d097e18dcfe0d670f8afd8ba0ef4dd32f,aca5ee4279f59159652cd83df74ae3f10a5cf8d77994e0b78d945670077ad80a,WASP69b,outer_train,not_evaluated
XUV25Msw1e11He0p01H1,d49d88fe212d84ae022e915f33800fe533d68405eec997ba14b4d43e524a3c19,302d5c812a8a601ac831db8147afab1c6d0f4148dd6be5ffe94b906f99a25c52,WASP107b,outer_train,not_evaluated
XUV25Msw27e12He0p0800H0,31a8df2eb8f8c962ffaf3594fc24e255c178c9eb76aed4d929e3c6dc1a96fb50,c1179d5c66a96537ab3eca93dca697aa1fa0a93540a92d2db2b7a3bf1c2c2415,WASP52b,outer_train,not_evaluated
XUV25Msw28e12He0p0120H1,4a8c80261168eac7f05a1f6d0b58b0bf2a07c737faec146d43474f1e4985c759,07b9ace438b875139fbb27c6bde2e88f95e23120b5cc3331abaabdc1c3667edf,WASP52b,outer_development,primary_nonoverlap
XUV25Msw29e12He0p1130H1,c801709d6be7deadf9bc16ccf3b36e7e274b82e3c139c37a5834b7f45245d8ce,2cbf27e2b6b889d031452ced306a529aa09ab23a2657352aa016554c0e9d7ecd,WASP52b,outer_train,not_evaluated
XUV25Msw2e11He0p02H0,32ec77915da06487c463f83c0b84a970f4de492ca1b822ade68c0887f355e315,c91e0c08d8ee52e44eeca67b3a76dd37ddc128591e5d4265a9fb93b694f3d84a,WASP107b,outer_development,secondary_historical
XUV25Msw2e12He0p0100H1,e4b2d5adb2be968299e416184e0721c85c3f377937033404a59d27076c4c6f66,9b4032bbb0cfc4b3b0c3670a2c57957f55f2bbd7a719afa2418d0c91ebbfbb4b,23,outer_development,primary_nonoverlap
XUV25Msw2e12He0p0150H1,8ed595bf359d03597ad3cbbd8df2531a4c86fd250690a56f8c4cf9d077557c89,2f91a8225dd7a309c6710a1ec838a6ac4506272d907c19ba063d1b0239b6f2fd,23,outer_train,not_evaluated
XUV25Msw2e12He0p0240H1,5e6a781fb50b5d8d986a839be8818dfd5618c0950146f5820b2b1aa22527076a,beec96ef40c4c218c1a60dc2d1134047f906e8f5967110c9439181eba47c5520,23,outer_development,primary_nonoverlap
XUV25Msw2e12He0p02H0,32ec77915da06487c463f83c0b84a970f4de492ca1b822ade68c0887f355e315,2dd6f0e63f50480320686fc9ae54c65780885677037f577090109640b96be528,WASP107b,outer_train,not_evaluated
XUV25Msw2e12He0p0320H1,3c6c1b52220d648c056f065cf778900e6b7ac81c6824a0f5aa4f4c5900d84457,e507e9f6152828cb0362071ff7a8d9f2b5936dcac8acd4a6cc3dea3a86d546c7,23,outer_train,not_evaluated
XUV25Msw2e12He0p03H1,1faea9a8efe6f531fedbdc3f8d2864c5808eba4b877758159dd4c6e887a4a374,2600b564ceba39e49e7f2c462871fafba22645b16a5f6a810cc1535a61357d3b,WASP107b,outer_train,not_evaluated
XUV25Msw2e12He0p0920H1,99432877797ef745b6b1f2269ae0b282e2fddb190ba08ec182cfd63ec38280e7,b2b534ef3423d1b30d2e1159628da0f1318c5865ffa1fd63b78a6ccb39cd9028,23,outer_train,not_evaluated
XUV25Msw2e12He0p1720H1PName,03d40ad72d1125442a6d20788a67515d9802fca99d611627fe809d93927977bd,070e8c20246d8094854b63ff8b9afee1fa9384aad85252b8359ee70cad7b32eb,WASP107b,outer_train,not_evaluated
XUV25Msw2e12He0p2270H1PName,c4296ef03f7d4dcd9529ff892be20d98128bec740d1c1d0033780ae3a54777dd,df25f8b6bdebdae8b8438096c33065c8139e206dbace349246fbf90ee13f0266,WASP107b,outer_development,primary_nonoverlap
XUV25Msw30e11He0p0200H1,1f8079bfddf9e438ab72b00ef5e0abeb20291f793870e957988595fa908fcacb,94047d01f8e847a74117ab0f51c27690325197545c80f467ac1fccf3cb095e17,WASP69b,outer_train,not_evaluated
XUV25Msw3e11He0p015H1,84a4f125c19994821c755871037977d5439fb61a6b8d0812b4627d669e6ecd58,e53fbdcb033ba0930863a3dae4ea1814a0d49dafd47fd3acc99651b979bade6a,WASP107b,outer_train,not_evaluated
XUV25Msw3e12He0p015H0,00cf13c099968517d31797c87dd8665543a8e51b27ecb44dab40c7a67cf1ee55,6c6685b172dd5e44ee1a1eb14cb24325a1151aa1063aeba1f51aa9a36d5bbeef,WASP107b,outer_train,not_evaluated
XUV25Msw41e11He0p0370H0,b87c9cea8d32664a65879610673f1ba495334f2e1dca0101c3700bd466fc869f,e203617bf1e07da5dfd2ca09992cec3d0202808f77ed9f6b6c5bc52ee90865f6,WASP52b,outer_development,primary_nonoverlap
XUV25Msw45e11He0p1490H1,7c198f348d26c6cdf9bc6c2ed94778eb1737ead9a5818790463976a42a16a069,32c134cf2544fa415b333b7b2bc6fc4aee3fce0d79a6e573e0728cdaa5decc59,WASP52b,outer_train,not_evaluated
XUV25Msw45e12He0p0420H1,0b896b82aed8df666b545cb1d635215adbec72f147f287b7ff48af77e4e49a5e,99db07160b2b4dc42150a04c7904b10811dea6078e98d33f81c3e1a3246dce8c,23,outer_train,not_evaluated
XUV25Msw48e12He0p0160H0,cf516f6c1ddb65b57871f0ecde4b050a92df08da1640a1a6ddd117e61edfcce9,812e9ec395fe8c7b40e39448548557fd375911006e15e64e1634ab07701f5491,WASP69b,outer_development,primary_nonoverlap
XUV25Msw49e11He0p0420H0,e00cff369b4cd4e28b0110501e8e0f4a70a9c3f3cd2fbea82d30756dbe143f76,a97fdad1a5cd3f21110c3b569ff7cc234fdb69fb3a890c1e0000559927c22035,WASP69b,outer_train,not_evaluated
XUV25Msw51e11He0p1840H0,4ab1a67a33b71678f7ce800de0dd2f0412f84934c79a075c216eb7add6bde1e2,89edb69677ab6541bc345d4235cd00b044e964453539b3576ab379b8af4960d0,WASP52b,outer_train,not_evaluated
XUV25Msw59e11He0p0740H0,86a896a5599e8a1fc2ed5af9e5121510a185bd277b61bf4300197f4100b73290,9c888fa8c78d2606eebc6eb629a9af293d25bd066962ca69950d2e93edc84787,WASP69b,outer_train,not_evaluated
XUV25Msw5e11He0p0490H0,1710f47d92b7f34e885257027eb81503b8100d00e67c0ed9e65fb90de9acf1ce,aa8a555fa63a91a51a2955ca30d87426fd6c3047b58365e371a49928a1bbe476,WASP107b,outer_train,not_evaluated
XUV25Msw69e11He0p0320H1,1cc269d8f5111a00ce514f6768f9491ad00b4d7224d528a06a49b43f29dc2ef7,68cb4af877d05d6b20c103c4cd5fe366e3da31ef8eaa575ba29dfdcb33ffe882,WASP69b,outer_train,not_evaluated
XUV25Msw6e12He0p03H0,53c4d47ee0825ac543b0ecd75fdc04bdf258eb18f0dc3df35dfd90717f2bb178,a9781ad16691da7845d04bd39d1c704d064654efe5a65068d2baedf7f9251184,WASP107b,outer_train,not_evaluated
XUV25Msw71e11He0p0650H0,fd48e3280239f8ff7ac30bd721f4206f40ebd1800099282faa122e94e5bf19f1,a6106096316df8d6bf1c9722f98884e3e84e3630033780697e8d2e86ba172a79,WASP69b,outer_train,not_evaluated
XUV25Msw86e11He0p0300H0,90b26e973524b0f3a79e3425f912db73482123c820bd51b4d353b4b72aae30c7,b340c3d0e1bf8bb10fe2c7c52599e1eda28d56b1a1cd8880401a8b4669cf8c51,WASP69b,outer_train,not_evaluated
XUV25Msw89e11He0p0110H0,ffed0908a37af6ef32fb04fa3f738e40080e3066893ac9b88189760b0ac6be6f,2ac2850996ff311fcd855ceb74c28d28cc392464f918e31f6a338f6ca3ba91e9,WASP52b,outer_train,not_evaluated
XUV25Msw99e12He0p2120H1,a29eb965a56f3adedf7f2ed67c51ff71a87406f64a9a879bfa6e89caedf87f11,fe26fbaa3f33f4a3bb530ca2f3eafae470525f3726f20cf33116dbd43a33304c,WASP69b,outer_train,not_evaluated
XUV27Msw10e11He0p1300H1,c6f43b85fa55f98dc03b21a07086a8a617350311e203c4c788dcdf61cbe28d61,38614387d528ad118fd685407eea01c66b2de210758e8ba10ff1e66a37dbef85,WASP52b,outer_train,not_evaluated
XUV27Msw13e11He0p012H0,a7a3a9735c271a105c0558839da862c5b9c276e5bd39cda634204be84c5294e0,f29f3f377f1ee7ed8dbf90a981f429d2f0dcc53107d4a02a436d2b3e783a411a,WASP107b,outer_train,not_evaluated
XUV27Msw13e11he0p012H1,2c60c0b002e97d482898d6d87f25bdd38f81a1886d55d8a6108be05def709732,2bd43ac8b7b74f439ae7871dc74ec5b64523a8a631ac220e2e007abeb35995dc,WASP107b,outer_train,not_evaluated
